Channel Title,Channel Username,Message ID,Message Text,Date,Media Path
Doctors Ethiopia,https://t.me/DoctorsET,844,"ልጆች ላላችሁ / አባት እናት ወይንም እህት ወንድም / በቅርቡ ልጅ ለመውለድ የምታስቡ / ባሁኑ ሰአት እርግዝና ላይ ላላችሁ ።

ልጆች አንዳንድ ግዜ ምግብ አልመገብ ይላሉ  ይህ ደግሞ ለወላጅ በጣም አስጨናቂ ነገር ነው !

ህፃናት ምግብ አልመገብ የሚሉት በምን ምክንያት ይሆን ?

ህፃናት  ከተወለዱ 1 ሰዐት ጀምሮ የእናት ጡት ወተትን ማግኘት አለባቸው : የእናት ጡት ወተትን የሚወስዱ ልጆች ወደፊት የመወፈር እድላቸው በበሽታ የመጠቃት እድላቸው አነስተኛ ነው ።

ህፃናት ስድስት ወር ሲሞላቸው ተጨማሪ ምግብ መመገብ ሲፈልጉ አንዳንድ ምልክቶችን ያሳያሉ።

ህፃናት የምግብ መመገብ ፍላጎታቸው ለምን ይቀንሳል ? 

ዶ/ር ኤልሳቤጥ ለዚህ መልስ ይህን ትለናለች

በ ዮቲውብ ቻናላችን ላይ የ ዶ/ርን ስልክ ያስቀመጥን ሲሆን በ ግል ለማማከር መደወል ትችላላችሁ ።

👇👇👇👇

https://youtu.be/V6zWVHcyFXI",2022-05-15T15:59:10+00:00,
Doctors Ethiopia,https://t.me/DoctorsET,843,"በብዙ ማህበራዊ ሚዲያዎች በ ከፋተኛ ሁኔታ እየተሸጠ ያለው 

ፕሮቲን- ክሬቲን ፖውደሮች እና  ሌሎች ያወፍራል ተብለው የሚሸጡ ፓውደሮች እውነት ጥቅም አላቸው ወይ ?

ምን አልባት ለልጆ መግዛት አስበው ይሆናል ? 

ወይም ባሁኑ ሰአት ገዝተው እየተጠቀሙም ይሆናል ? 

ወይንም ደግሞ ለመግዛት አስበው የትኛው ፖውደር ልጠቀም እያሉ ነው ?

በዚህ ቪዲዮ ሙሉ መልሱን መልሰናል !!!

ሁሉም ሰው መውሰድ ይችላል ወይ ?

እድሜስ ገደብ አለው ወይ ??

ለ ኩላሊት ህመምስ ያጋልጣል ወይ ?

ውሃ በደንብ ጠጡ ለምን ተባለ ?

እነዚህን ዋና ነገሮች ላይ መልስ ሰጠናል አሁኑኑ ይመልከቱ !

እርሶ ባይጠቀሙ ሌላ ቤተሰቦ ሊጠቀም ስለሚችል ሼር በማድረግ ለሁሉም ሰው እናድርስ


ከዚህ በፊት እነዚህን ፓውደሮች የሚጠቀሙ ከሆነ 
ልምዶን በ ዮቲውብ ኮሜንት ላይ ያስቀምጡልን 

👇👇👇👇👇👇👇👇👇👇👇👇👇👇
ተጭነው ይመልከቱ
https://youtu.be/43t6CLizU28",2022-05-07T18:22:14+00:00,
Doctors Ethiopia,https://t.me/DoctorsET,842,,2022-05-06T17:51:05+00:00,media_files\httpstmeDoctorsET_842jpg
Doctors Ethiopia,https://t.me/DoctorsET,841,,2022-05-06T17:51:05+00:00,media_files\httpstmeDoctorsET_841jpg
Doctors Ethiopia,https://t.me/DoctorsET,840,,2022-05-06T17:51:05+00:00,media_files\httpstmeDoctorsET_840jpg
Doctors Ethiopia,https://t.me/DoctorsET,839,"ዛሬ ምሽት 3:30 በ ፋና ቴሌቪዥን 

    ስለ ፕሮቲን : ክሬቲን ፓውደሮች ምን ማወቅ ይፈልጋሉ?

ባሁኑ ሰአት በ ማህበራዊ ሚዲያ በ ከፋተኛ ሁኔታ እየተሸጡ የሚገኙ እነዚህ ፖውደሮች 
እውነት ለ ኩላሊት ህመም ያጋልጣሉ ወይ?

በተጨማሪም እቤቶ ሆነው እነዚህን እንቅስቃሴዎች  በማድረግ ጤናዎን ይጠብቁ።

ስፖርት ሱስ ይሆናል ወይ ? መልሱን በ ፋና ቴሌቪዥን ይጠብቁን።

3:30 በ ፋና ቴሌቪዥን",2022-05-06T17:51:05+00:00,media_files\httpstmeDoctorsET_839jpg
Doctors Ethiopia,https://t.me/DoctorsET,836,"ከሳምንት በፊት በለቀቅነው ቦርጭን በህክምና እንዴት ማጥፋት ይቻላል በሚለው ርእሳችን 
ከ 100,000 በላይ እይታን አግኝቷል ።

ስለሆነም ቦርጭን ከምናጠፋበት ዋና መንገዶች ዋና አማራጭ የሆነው ስፖርታዊ እንቅስቃሴ ሲሆን

እቤት ውስጥ ሆነን እነዚህን ቀለል ያሉ ስፖርታዊ እንቅስቃሴዎችን በማድረግ ቦርጭን ማጥፋት ይችላሉ

አሁን በ ዮቲውብ ቻናላችን በመሄድ 

ISSA certified personal Trainer 
  ትንሳይ ብርሃኑ ጋር ቆይታ አድርገናል።

በቀላሉ ቦርጭን ያጥፉ 

ቦሌ ቡልቡላ ማሪያም ማዞሪያ 
ፐልስ ፊትነስ ጂምናዚየም በመምጣት አብረውን መስራት ይችላሉ 



https://youtu.be/zZCUggh-1DA",2022-05-01T11:13:33+00:00,
Doctors Ethiopia,https://t.me/DoctorsET,835,,2022-04-29T18:59:05+00:00,media_files\httpstmeDoctorsET_835jpg
Doctors Ethiopia,https://t.me/DoctorsET,834,,2022-04-29T18:57:35+00:00,media_files\httpstmeDoctorsET_834jpg
Doctors Ethiopia,https://t.me/DoctorsET,833,,2022-04-28T05:46:38+00:00,media_files\httpstmeDoctorsET_833jpg
Doctors Ethiopia,https://t.me/DoctorsET,832,,2022-04-28T05:46:38+00:00,media_files\httpstmeDoctorsET_832jpg
Doctors Ethiopia,https://t.me/DoctorsET,831,,2022-04-28T05:46:38+00:00,media_files\httpstmeDoctorsET_831jpg
